Falsevin,RA_GENDER,RA_MARITALSTATUS,RA_VEH_USE,RA_EXPOSURE_TIME,RA_DISTANCE_DRIVEN,RA_NBTRIP,RA_HOURS_DRIVEN,RA_ACCIDENT_IND
1810,2,0,2,0.9123287671,18473.6,2325,27900,1
1810,2,0,2,0.997260274,29884.6,3060,36720,0
1812,1,0,2,0.9616438356,11378.8,951,16167,0
1812,1,0,2,0.5808219178,8320.8,695,11815,0
1812,1,0,2,1.002739726,10601.2,939,15024,0
1813,1,0,1,0.6630136986,15304.8,1173,16422,1
1813,1,0,1,0.5068493151,12581,844,13504,0
1816,1,1,2,0.7589041096,10010.9,1461,17532,0
1816,1,1,2,1,19630.6,2809,33708,0
1817,1,1,1,0.9123287671,9701.1,1234,14808,0
1817,1,1,1,1.0383561644,10598.4,1512,18144,1
1819,1,0,1,0.3534246575,3199,478,4302,0
1819,3,0,1,0.4136986301,6591.7,624,7488,0
1819,1,0,1,0.498630137,3815.1,545,5450,0
1821,1,0,2,0.9287671233,9955.9,2029,24348,0
1821,1,0,2,1.002739726,12361.2,2764,30404,0
1822,2,1,2,0.498630137,2769.7,519,4671,0
1822,2,1,2,0.504109589,4566.8,525,5250,0
1823,1,1,1,0.504109589,3537.6,630,6300,0
1823,1,1,1,0.495890411,4935.3,723,8676,0
1823,1,1,1,0.504109589,4247.9,551,6061,0
1823,1,1,1,0.498630137,3973.3,519,6747,0
1829,1,1,1,0.9890410959,21359.1,1441,25938,0
1829,1,0,1,1.002739726,15665.5,1356,20340,0
1833,2,0,1,0.4136986301,6396.7,1141,11410,0
1833,2,0,1,1.0082191781,16596.9,3146,31460,0
1834,2,1,1,0.8219178082,4908,1112,10008,0
1834,2,1,1,0.997260274,6304.4,1349,12141,0
1835,2,0,1,0.498630137,10163.1,908,15436,0
1835,2,0,1,0.501369863,10288.4,939,15963,0
1835,2,0,1,0.501369863,10679.1,991,15856,0
1835,2,0,1,0.501369863,12857.2,1043,18774,0
1836,1,1,1,0.6630136986,4611.9,1138,10242,0
1836,1,1,1,0.2821917808,1923.6,499,4491,0
1837,1,0,1,0.3808219178,10078.8,1189,15457,0
1837,1,0,1,0.495890411,10286.4,877,14032,0
1837,1,0,1,0.504109589,13992.9,1206,19296,0
1837,1,0,1,0.498630137,14284.9,1297,20752,0
1837,1,0,1,0.3287671233,11448.9,889,14224,0
1838,2,0,1,0.495890411,6165.1,1006,7042,0
1838,1,0,1,0.501369863,6818.3,965,7720,0
1838,1,0,1,0.501369863,5741.3,913,8217,0
1839,1,0,1,0.498630137,3669.9,623,5607,0
1839,2,0,1,0.4109589041,4807.8,577,6347,0
1840,2,0,1,0.504109589,14067.6,1311,14421,0
1840,2,0,1,0.498630137,5944.2,908,8172,0
1840,2,0,1,0.501369863,9017.6,678,8814,0
1841,2,0,2,0.5561643836,6087.3,839,10068,0
1841,2,0,2,0.504109589,5706,839,9229,0
1844,1,0,1,0.8547945205,15564.9,1556,20228,0
1844,1,0,1,0.997260274,20665.7,1349,22933,0
1846,2,1,1,0.997260274,38485.5,1297,37613,0
1846,2,1,1,1.002739726,32871.9,1095,32850,0
1846,2,1,1,0.495890411,13231.6,568,14200,0
1847,1,1,2,1.0082191781,7095.1,787,9444,0
1847,1,1,2,1.002739726,7949.5,835,10020,0
1847,1,1,2,0.4136986301,4051.1,388,4656,0
1848,1,1,2,0.8273972603,31739.8,2582,25820,0
1848,1,1,2,0.7780821918,22744,1578,22092,0
1849,1,0,2,1,13571.8,1561,14049,0
1849,1,0,2,1.002739726,13295.5,1356,14916,0
1849,2,0,2,0.4136986301,9882.3,538,9684,0
1851,1,1,1,1,13325.8,1405,23885,0
1851,1,1,1,1.002739726,16523,1669,26704,0
1851,1,1,1,0.5808219178,9296.1,967,15472,0
1853,2,0,2,0.498630137,5496.5,727,7270,0
1853,2,0,2,0.504109589,5126.4,839,8390,0
1853,2,0,2,0.3123287671,3949.3,601,6010,0
1854,2,1,1,0.5123287671,10258,1306,18284,0
1854,2,1,1,0.495890411,12739.5,1522,25874,0
1855,1,1,1,0.5808219178,17706.4,1178,22382,0
1855,1,1,1,0.8082191781,19087.1,1556,28008,1
1857,1,1,1,0.4164383562,4482.6,650,6500,0
1857,1,0,1,0.498630137,4641.5,752,6768,0
1857,2,0,1,0.3287671233,3060,582,5238,0
1857,1,0,1,0.504109589,4819.3,708,7080,0
1859,1,0,2,1.002739726,18709.1,1773,26595,0
1859,1,0,2,0.8328767123,14957,1516,22740,0
1861,2,0,2,0.504109589,4028.2,761,6849,0
1861,2,0,2,0.498630137,3590.6,727,6543,0
1864,1,0,1,1,17992.8,2445,26895,0
1864,1,0,1,1.002739726,18788.4,2660,29260,0
1867,2,0,2,1.002739726,5565,1565,12520,0
1867,2,0,2,0.6520547945,4365.2,1018,9162,0
1868,1,0,1,0.504109589,14528.2,1128,15792,0
1868,1,0,1,0.498630137,13608.2,1064,14896,0
1868,1,0,1,0.3890410959,8823.8,789,10257,0
1868,2,0,1,0.4136986301,10365.9,775,11625,0
1869,2,0,2,0.9616438356,9158.1,1501,19513,0
1869,2,0,2,0.3178082192,8583.1,860,12040,0
1872,1,0,2,0.3808219178,7244.8,931,8379,1
1872,1,0,2,0.495890411,10034.3,1161,11610,0
1872,1,0,2,0.504109589,10635.3,1049,12588,0
1872,1,0,2,0.498630137,10843.2,960,12480,0
1872,1,0,2,0.504109589,11021.5,1023,12276,0
1874,1,0,1,1.002739726,7325.6,1982,13874,0
1874,1,0,1,0.3287671233,2931.5,701,5608,0
1876,1,0,2,1,18077.6,2445,24450,0
1876,1,0,2,0.9095890411,13125.9,1751,19261,0
1877,2,0,1,0.9863013699,11576.1,1437,21555,0
1877,3,0,1,0.4273972603,9183.3,712,12816,0
1878,1,1,1,0.6219178082,13732.5,971,17478,0
1878,1,1,1,0.6630136986,19388.2,1414,24038,0
1879,1,1,1,1.0356164384,18476.9,1401,21015,0
1879,1,1,1,0.3287671233,6601,599,7787,0
1880,1,1,1,0.7150684932,10641.6,1339,16068,0
1880,1,1,1,0.4136986301,10548.1,581,13363,0
1883,1,1,2,0.6849315068,8625.9,1247,17458,0
1883,1,1,2,0.495890411,9231.1,1109,17744,0
1887,2,0,1,1.002739726,15844.5,1825,25550,0
1887,2,0,1,0.495890411,10925.6,1032,15480,0
1890,2,0,1,0.4465753425,7754.5,720,10080,0
1890,2,0,1,0.5808219178,12995.7,1420,15620,0
1892,1,0,1,0.9917808219,24209.3,2889,43335,0
1892,1,0,1,0.3232876712,4958.3,320,5120,0
1893,1,0,2,0.4547945205,1229,261,3132,0
1893,1,0,2,0.6657534247,5402.9,416,7072,0
1895,1,0,2,1.002739726,12362.5,3129,25032,0
1895,1,0,2,1,9738.1,3069,21483,0
1895,2,0,2,0.3287671233,4428.4,1026,9234,0
1897,1,0,1,0.3424657534,6432.3,927,7416,0
1897,1,0,1,0.501369863,9429.9,1434,11472,0
1898,1,0,1,1,13334.9,1353,24354,0
1898,1,0,1,0.5287671233,5969.8,880,17600,0
1899,1,1,1,1.0109589041,18817.7,1946,23352,0
1899,1,1,1,0.495890411,8814.3,1084,11924,0
1900,1,1,1,0.698630137,31485.2,1345,30935,0
1900,1,1,1,1.002739726,42134.5,1930,44390,0
1901,1,1,1,0.5095890411,3385.5,530,6360,0
1901,1,1,1,0.4136986301,3368,431,4741,0
1902,1,1,1,1.002739726,13384.1,1825,20075,0
1902,1,1,1,0.5808219178,6860.4,846,11844,0
1903,1,1,1,0.7506849315,12054.2,1250,16250,0
1903,1,1,1,0.8273972603,16228.4,1506,21084,0
1906,1,1,1,0.7698630137,18449.8,1442,21630,0
1906,1,1,1,1.002739726,21470.1,1930,25090,0
1908,1,0,1,0.504109589,7287.6,656,7872,0
1908,2,0,1,0.3643835616,4541.8,531,5841,0
1910,2,1,1,0.495890411,9685.1,1445,14450,0
1910,2,1,1,1.002739726,35879.5,2712,37968,0
1911,1,0,2,1.002739726,4197.4,313,5634,0
1911,3,0,2,0.4876712329,1100.8,77,1386,0
1912,1,0,2,0.9753424658,27067,2993,35916,0
1912,1,0,2,0.8273972603,16862.1,2496,24960,0
1913,1,0,1,0.4219178082,6723.7,1317,11853,0
1913,1,0,1,0.9123287671,14008.4,2657,23913,0
1915,1,0,2,1.002739726,9936.8,939,13146,0
1915,1,0,2,0.3287671233,3929.4,325,5200,0
1916,2,0,1,1.002739726,19843.6,1669,23366,0
1916,2,0,1,0.6273972603,10728.3,1044,13572,0
1918,2,0,1,1.0191780822,11627.9,901,12614,0
1918,1,0,1,0.4136986301,5232.5,366,5490,0
1919,1,1,1,1,26777.5,1197,26334,0
1919,1,1,1,0.9123287671,22729.7,1044,22968,0
1920,1,0,2,0.501369863,2632.7,392,3528,1
1920,1,0,2,0.4136986301,715.2,173,1730,0
1921,1,0,2,1.002739726,12170,2138,23518,0
1921,1,0,2,1,12364.8,1821,20031,0
1923,1,0,2,0.2767123288,6146,389,5835,0
1923,1,0,2,1,24129.1,1457,24769,0
1924,2,1,2,0.495890411,18959.9,1187,22553,0
1924,2,1,2,0.504109589,26038,1337,32088,0
1924,2,1,2,0.498630137,20804.6,1038,24912,0
1924,2,1,2,0.4136986301,13513.9,624,14352,0
1926,1,1,1,0.5616438356,16042.3,1052,17884,0
1926,1,1,1,0.7397260274,15761.5,1116,17856,0
1928,1,0,1,0.6465753425,11193.4,1009,12108,0
1928,1,0,1,0.3643835616,7299,702,7722,0
1929,1,1,1,0.504109589,1510.4,630,5040,0
1929,1,1,1,0.4136986301,1286.1,560,3920,0
1929,1,1,1,0.498630137,1137.2,649,5192,0
1932,1,0,1,0.5260273973,25840.2,1642,19704,0
1932,1,0,1,0.498630137,18948.1,1556,17116,0
1933,1,1,1,0.4630136986,11480.1,578,12716,0
1933,1,1,1,0.495890411,12625.6,568,11928,0
1934,1,0,1,1.002739726,6322.7,1565,14085,0
1934,1,0,1,1,6210.1,1821,14568,0
1935,1,0,1,1.0273972603,9237.2,1870,20570,0
1935,1,0,1,0.3643835616,2244,739,5173,0
1935,1,0,1,0.9068493151,13629.5,2830,31130,0
1936,2,0,1,0.7479452055,7199.8,1012,13156,0
1936,2,0,1,0.9369863014,6240.7,975,10725,0
1937,1,0,2,0.498630137,4802.1,1090,8720,0
1937,1,0,2,0.504109589,7231.6,1311,11799,0
1938,2,0,1,1.002739726,18249,2973,29730,0
1938,2,0,1,0.6273972603,8866.2,1501,15010,0
1941,1,1,1,0.7671232877,11619.5,958,12454,0
1941,1,0,1,1.002739726,16333.4,1148,17220,0
1943,2,1,2,0.8273972603,11043.8,1033,16528,0
1943,2,1,2,0.3863013699,3847.7,362,6516,1
1944,1,1,1,0.3917808219,9624.4,612,11628,0
1944,1,1,1,0.6630136986,16799.1,1138,18208,0
1944,1,1,1,1.002739726,22889.7,1669,25035,0
1945,1,0,2,1.002739726,15792.6,1304,15648,0
1945,1,0,2,0.4,11213.5,791,11074,0
1948,1,1,1,0.9260273973,20028.5,915,17385,0
1948,1,1,1,0.495890411,14348.2,594,13068,0
1949,2,0,2,0.504109589,6289.1,787,9444,0
1949,2,0,2,0.498630137,4749.4,804,8844,0
1949,2,0,2,0.4191780822,3867.5,589,6479,0
1949,2,0,2,0.4136986301,4986.1,646,7752,0
1950,1,0,0,0.5479452055,4138.8,371,6307,0
1950,1,0,0,0.7479452055,14477.1,1206,21708,0
1952,1,0,1,0.3123287671,7379.4,666,8658,0
1952,1,0,1,0.3287671233,8554.3,736,10304,0
1953,2,0,1,0.9232876712,7483.7,1441,12969,0
1953,2,0,1,0.7479452055,9238.9,1478,16258,0
1956,1,1,1,0.504109589,10163.1,708,11328,0
1956,1,1,1,0.5150684932,9066.2,643,10931,0
1960,2,0,2,0.501369863,3248.2,809,5663,0
1960,2,0,2,0.501369863,3000,678,5424,0
1960,2,0,2,0.4849315068,3657.6,782,6256,0
1962,1,1,1,1.002739726,6552.3,1617,12936,0
1962,1,1,1,0.4136986301,4334.2,775,6975,0
1962,1,1,1,0.5506849315,2914.6,688,6192,0
1966,2,0,1,0.8931506849,16325.4,2555,28105,0
1966,2,0,1,0.6630136986,16066.7,2069,22759,0
1967,1,0,2,0.8630136986,13938,1975,19750,0
1967,1,0,1,1.002739726,11749.8,2034,18306,0
1969,1,0,2,0.6630136986,17689.2,1311,19665,0
1969,1,0,2,1.002739726,28542.2,2086,31290,0
1970,1,0,1,0.4520547945,6165.3,964,11568,0
1970,1,0,1,0.4630136986,8859.7,988,11856,0
1971,2,0,1,0.5808219178,8725.4,1631,14679,0
1971,2,0,1,1.002739726,14406.5,2503,25030,0
1972,1,1,2,0.3123287671,2736.8,390,3510,0
1972,1,1,2,0.498630137,3511.7,571,4568,0
1972,1,1,2,0.4136986301,3516.1,474,4266,0
1974,2,1,1,1.002739726,7515.8,2034,18306,0
1974,2,1,1,0.3287671233,5128.7,855,10260,0
1975,2,0,2,0.8630136986,6364.6,1122,15708,0
1975,2,0,2,0.4109589041,3850.7,556,9452,0
1976,2,0,2,0.301369863,2623,518,5180,0
1976,2,0,2,0.3287671233,3194.8,530,5830,0
1977,1,1,1,1.0465753425,25729.9,3266,29394,0
1977,1,1,1,0.4136986301,11034.5,1270,13970,0
1978,2,0,2,0.4493150685,6249.1,585,6435,0
1978,2,0,2,0.504109589,2283.9,184,2024,0
1981,2,0,2,1.002739726,17680.1,3129,21903,0
1981,2,0,2,0.9616438356,13536.9,2851,17106,0
1981,1,0,2,0.5808219178,8537,1813,9065,0
1982,1,0,2,0.3287671233,2929,394,5910,0
1982,1,0,2,0.4136986301,6711.2,926,15742,0
1983,1,1,2,0.498630137,11045.4,1401,15411,0
1983,1,1,2,0.4602739726,12346,1437,17244,0
1983,1,1,2,0.504109589,13414.5,1573,18876,0
1984,1,0,1,0.5232876712,2446.4,654,6540,0
1984,1,0,1,1.002739726,6356.7,1460,14600,0
1984,1,0,1,0.7479452055,23085.8,1245,24900,0
1985,1,0,1,0.3780821918,10658,1023,12276,0
1985,1,0,1,1,29787.7,2809,33708,0
1985,1,0,1,1.002739726,35738.6,3129,40677,0
1986,1,0,1,1.0082191781,27413.3,1888,30208,0
1986,1,0,1,0.3287671233,8627.7,667,10672,0
1987,1,0,2,0.5123287671,5385.5,613,8582,0
1987,1,0,2,0.4082191781,2715.7,383,4213,0
1987,1,0,2,0.498630137,3913.1,493,6409,0
1988,1,0,1,0.7287671233,11559.7,1668,15012,0
1988,1,0,1,0.9123287671,10076.4,1376,12384,0
1989,1,1,1,0.501369863,19445.9,939,17841,0
1989,1,1,1,0.501369863,15495.4,730,14600,0
1989,1,1,1,0.501369863,16313.3,835,15030,0
1989,1,1,1,0.5452054795,16839.6,823,16460,0
1990,1,0,2,0.3424657534,3256.2,517,6204,0
1990,1,0,2,0.504109589,4364.3,839,10068,0
1992,1,1,1,0.8739726027,18739.5,1091,19638,0
1992,1,1,2,0.4931506849,8782.9,642,9630,0
1994,1,0,2,1.0383561644,14013.4,1350,17550,0
1994,2,0,2,0.3287671233,5569,445,6230,0
1998,1,0,1,1,12782.4,2237,22370,0
1998,1,0,1,1.002739726,13182.8,2451,22059,0
1998,1,0,1,0.3287671233,4564.5,753,7530,0
1998,1,0,1,0.3780821918,4953.3,984,8856,0
2000,1,0,1,0.504109589,11707.5,1495,17940,0
2000,1,0,1,0.5123287671,8076.9,1492,14920,0
2002,2,1,1,0.9643835616,31479.2,3009,42126,0
2002,2,1,1,0.6630136986,31567.4,1793,32274,0
2003,1,1,2,0.6767123288,6962.3,634,8242,0
2003,1,1,2,1.002739726,9711.1,887,11531,0
2003,1,1,2,0.5808219178,6497.9,544,7616,0
2004,1,1,2,1.002739726,14335.5,1043,18774,0
2004,2,1,1,0.7753424658,11255,847,15246,0
2004,2,1,2,0.3178082192,8239.9,414,9108,0
2006,2,0,1,1.002739726,18660.4,1565,25040,0
2006,1,0,1,0.4109589041,8037,642,9630,0
2006,2,0,1,0.5917808219,11867.1,1201,21618,0
2007,1,0,0,0.498630137,10635.9,623,10591,0
2007,1,0,0,0.3287671233,5056.1,325,5200,0
2008,1,0,1,0.3780821918,7470.2,1141,13692,0
2008,1,0,1,0.5808219178,12314.1,1450,18850,0
2010,2,1,2,0.3945205479,8813.7,760,9120,0
2010,2,1,2,0.997260274,19318.9,1712,20544,1
2010,2,1,2,1,21737.7,1821,21852,0
2011,1,1,1,0.9095890411,26500.6,1278,23004,0
2011,1,0,1,1.002739726,32682.8,1669,28373,0
2012,2,0,1,0.3397260274,15437.9,1060,18020,0
2012,2,0,2,0.9753424658,37719.6,2993,50881,0
2014,2,1,1,0.9178082192,15413.5,2196,30744,0
2014,2,1,1,0.6630136986,12127.3,1586,22204,0
2016,1,0,1,0.8301369863,24105.9,1814,25396,0
2016,1,0,1,0.4136986301,11124.3,839,10907,0
2018,1,1,1,0.4356164384,5080.3,725,7975,0
2018,1,1,1,0.4136986301,6324.6,775,10075,0
2019,2,0,2,0.498630137,5032.1,727,8724,0
2019,2,0,2,0.501369863,5591.5,809,9708,0
2019,2,0,2,0.501369863,5918,470,7050,0
2019,1,0,2,0.495890411,5304.1,516,7224,0
2022,1,0,1,0.9726027397,6766.4,1366,15026,0
2022,1,0,1,0.5808219178,4425,725,9425,0
2026,1,0,1,0.4520547945,10553.4,706,11296,0
2026,1,0,1,0.3945205479,9381.5,719,10066,0
2027,1,1,1,0.7068493151,5035.7,699,7689,0
2027,1,1,1,0.9945205479,11882.3,776,13968,0
2027,1,1,1,1,9583.8,833,12495,0
2029,2,0,1,0.495890411,7939.9,748,8976,0
2029,1,0,1,0.9561643836,15479.1,1393,18109,0
2031,2,0,2,0.498630137,11135.9,1115,17840,0
2031,2,0,2,0.504109589,8648.5,1101,13212,0
2031,2,0,2,0.5808219178,12352.6,1480,20720,0
2033,2,0,1,1.002739726,8005.3,1565,17215,0
2033,2,0,1,1.0136986301,8340.3,1371,19194,0
2034,2,0,2,0.4794520548,10983.9,1048,13624,0
2034,1,1,2,0.4767123288,12007.1,843,11802,0
2035,2,0,2,0.9808219178,18871.5,1480,25160,0
2035,2,0,2,0.9123287671,28167.3,1424,29904,0
2037,1,1,1,0.8273972603,8169.9,1592,15920,0
2037,1,0,1,0.8821917808,14599.9,2478,27258,0
2037,1,1,1,1,13028.1,2289,25179,0
2039,1,0,2,0.3342465753,4149.3,192,3840,0
2039,1,0,2,0.501369863,5823.2,418,6270,0
2039,1,0,2,0.4164383562,2362.8,130,2210,0
2040,1,0,1,1.002739726,24304.7,2034,34578,0
2040,1,0,1,0.6410958904,11800.6,1234,16042,0
2040,3,0,1,0.495890411,12618.6,1032,16512,0
2041,2,0,1,0.504109589,10187.3,839,13424,0
2041,2,0,2,0.5123287671,6687.2,400,7600,0
2041,1,0,1,0.504109589,9348.5,682,11594,0
2041,1,0,1,0.498630137,11288.9,908,14528,0
2042,2,0,1,0.495890411,8727.8,671,10065,0
2042,1,0,1,0.7232876712,11263.1,828,14076,0
2043,2,0,2,0.4109589041,10581.2,1048,12576,0
2043,3,0,2,0.3287671233,6541.3,701,8412,0
2045,2,0,1,0.3616438356,7708.9,903,11739,0
2045,2,0,1,1.002739726,24242,2660,34580,0
2045,2,0,1,0.3287671233,8338.9,907,11791,0
2048,1,0,1,1.002739726,9728.6,2764,13820,0
2048,1,0,1,1.0273972603,9875.3,2885,14425,0
2048,3,0,1,0.3287671233,4809.3,975,5850,0
2049,2,0,2,0.5808219178,12113.8,876,12264,0
2049,1,0,2,0.8383561644,22889.7,1352,20280,0
2049,1,0,2,0.7917808219,18896.8,1318,18452,0
2050,1,0,1,1,22830.4,2237,40266,0
2050,2,0,1,0.9178082192,25016.9,2482,47158,0
2051,1,0,2,0.4109589041,3345.7,278,4170,0
2051,1,0,2,0.498630137,6396.4,493,6902,0
2051,1,0,2,0.4520547945,4702.5,424,5936,0
2058,1,0,2,0.9369863014,16523.4,1608,22512,0
2058,1,0,2,1.002739726,10958.7,1565,15650,0
2058,2,0,2,0.3287671233,3612,548,4932,0
2059,1,0,1,0.498630137,11728,675,11475,0
2059,2,0,1,0.3287671233,7773.6,428,7704,0
2063,2,0,2,0.4493150685,9546,1145,10305,0
2063,2,0,2,1.002739726,23597.2,2660,26600,0
2066,2,1,1,0.9123287671,23505.6,2847,31317,0
2066,2,1,1,0.8493150685,15853.6,2120,25440,0
2068,1,0,2,1.002739726,27888.7,1982,37658,0
2068,1,0,2,0.5643835616,15850.8,1145,21755,1
2069,1,0,1,0.504109589,18042.2,708,16284,0
2069,1,0,1,0.9534246575,14897.5,1290,16770,0
2071,1,0,2,1.002739726,6991.7,835,11690,0
2071,1,0,2,0.9616438356,11195.4,1451,17412,0
2072,1,1,2,0.495890411,2115.7,465,3720,0
2072,1,1,2,0.504109589,3258.7,630,5040,0
2072,1,1,2,0.498630137,2449.8,415,3320,0
2072,1,1,2,0.4136986301,2241.9,431,3448,0
2075,2,0,1,0.5479452055,7829.8,855,11970,0
2075,2,0,2,1.0164383562,12964.7,1375,19250,0
2075,2,0,2,0.4465753425,5909.1,604,8456,0
2076,1,1,1,0.3287671233,10110.2,821,16420,0
2076,1,1,1,0.6712328767,16018.7,1501,27018,0
2077,2,0,2,0.3835616438,4161.1,399,4788,0
2077,2,0,2,0.504109589,4990.3,525,6300,0
2077,1,0,2,0.498630137,3717.4,571,5710,0
2077,1,0,2,0.504109589,8155.9,970,11640,0
2077,2,0,2,0.495890411,3827.9,594,5940,0
2080,1,0,2,1.002739726,15308.3,1304,16952,0
2080,1,0,2,0.3589041096,5160.1,486,5832,0
2080,1,0,2,1,15138.6,1197,16758,0
2081,1,0,1,0.5890410959,10242,1195,14340,0
2081,1,0,1,0.6602739726,12249.8,1511,16621,0
2082,2,0,2,1.002739726,3193.1,470,4700,0
2082,2,0,2,0.4136986301,1344.9,237,1896,0
2083,1,0,2,1.0520547945,13747.8,1532,18384,0
2083,2,0,2,0.3287671233,6210,496,7440,0
2084,2,0,2,0.504109589,9642.3,630,10080,0
2084,2,0,2,0.4356164384,4138.1,476,5712,0
2088,1,1,2,0.4136986301,2953.2,969,6783,0
2088,1,1,2,0.4109589041,3231.7,984,7872,0
2091,2,1,2,1.0301369863,20715.8,1929,25077,0
2091,2,1,2,0.3287671233,4905.3,701,7711,0
2093,2,0,1,1.002739726,15834.7,1095,18615,0
2093,2,0,1,0.9863013699,14773.6,872,16568,1
2096,1,1,1,0.8273972603,14535.8,1334,14674,0
2096,1,1,1,1.0438356164,17261.9,1575,18900,1
2097,1,0,2,0.6630136986,9718,1069,11759,0
2097,1,0,2,0.9178082192,10554.8,1528,13752,0
2100,1,0,1,0.8684931507,25787.7,2168,28184,0
2100,1,0,1,0.3342465753,9112.4,852,11076,0
2103,1,1,1,0.8657534247,17956.5,1891,24583,0
2103,1,1,1,0.495890411,9022.2,980,12740,0
2105,2,1,1,0.6630136986,25743.8,2069,18621,0
2105,2,1,1,0.9561643836,28077.6,2984,29840,0
2106,1,1,1,1.0273972603,10048.6,1122,12342,0
2106,1,1,1,0.8383561644,4735.8,654,6540,0
2106,1,1,1,0.4821917808,2061.6,251,2761,0
2108,1,0,2,0.504109589,5986.5,1468,7340,0
2108,1,0,2,0.9616438356,10991.4,3001,12004,0
2109,2,1,2,0.8547945205,39131.2,2090,41800,0
2109,2,1,2,0.6630136986,31216.4,1552,34144,0
2110,2,0,2,0.4931506849,5285.6,385,5775,0
2110,2,0,2,0.501369863,5292.1,365,5840,0
2113,2,0,2,0.498630137,7249.4,1193,10737,0
2113,2,0,2,0.504109589,7353.1,1128,10152,0
2113,2,0,2,0.3287671233,6174.2,838,8380,0
2114,2,0,2,0.504109589,4747.1,630,5670,0
2114,2,0,2,0.504109589,4817.4,525,5250,1
2114,2,0,2,0.498630137,3897,571,5139,0
2114,2,0,2,0.495890411,3706.2,465,4650,0
2114,2,0,2,0.397260274,4270,517,4653,0
2116,1,0,1,0.3150684932,9442.2,820,13940,0
2116,1,0,1,0.3287671233,17822.3,1026,19494,0
2117,1,0,2,0.8547945205,10462.4,1512,19656,0
2117,2,0,2,0.3287671233,4129.8,565,7345,0
2120,1,1,1,0.402739726,1536.8,210,2100,0
2120,1,1,1,1,4358,417,5838,0
2120,1,1,1,1.002739726,10983.3,887,13305,0
2121,2,1,1,1.0465753425,11006.4,1198,17970,0
2121,2,1,1,1.002739726,6051.7,1043,11473,0
2121,2,1,1,0.3287671233,2347.2,513,4617,1
2122,1,0,2,0.498630137,4636.9,856,6848,0
2122,2,0,2,0.4109589041,5571.6,770,6930,0
2125,1,0,1,0.295890411,6943.3,339,6780,0
2125,1,0,1,1.002739726,23489,1252,23788,0
2125,1,0,1,0.5808219178,12047.1,635,12700,0
2128,2,0,1,0.4849315068,5299.2,833,9163,0
2128,2,0,1,1.002739726,9909.6,1513,18156,0
2129,2,1,1,1.0301369863,47459.5,3215,57870,0
2129,2,0,1,0.6630136986,31348.8,2069,37242,0
2130,2,0,2,0.6602739726,3711,481,5291,0
2130,2,0,2,0.997260274,4776,882,7938,0
2134,1,0,1,1.002739726,24189.5,2295,36720,0
2134,1,0,1,0.5808219178,14255.4,1390,20850,0
2135,2,0,2,1,28661,2341,32774,0
2135,2,0,2,0.8273972603,26783.2,1980,29700,0
2136,1,0,2,0.501369863,12604.6,1122,13464,0
2136,1,0,2,0.5287671233,10432.6,1100,11000,0
2138,1,0,2,1,11776.9,1457,17484,0
2138,1,0,2,1.002739726,13376.6,1460,17520,0
2138,1,0,2,0.5808219178,7578.1,907,10884,0
2139,1,0,1,1.002739726,20289.9,2712,32544,0
2139,1,0,1,0.3808219178,8095.4,971,11652,0
2142,1,0,1,1.002739726,29231.4,1878,37560,0
2142,1,0,1,0.7205479452,16848.8,1199,21582,0
2144,1,1,1,0.498630137,14291.1,1556,17116,0
2144,1,1,1,0.3917808219,9589.9,1223,12230,0
2145,2,0,1,0.5123287671,3441.8,1119,6714,0
2145,3,0,1,0.4136986301,4748.8,1119,7833,0
2149,1,0,2,1,11344.5,833,11662,0
2149,1,0,2,0.9123287671,10612.2,1044,11484,1
2149,1,0,2,0.4630136986,4524.5,338,4394,0
2151,2,1,1,0.8383561644,14771.8,1744,27904,0
2151,2,1,1,0.7479452055,11676.2,1867,26138,1
2152,1,0,2,1,6378,1249,13739,0
2152,1,0,2,0.3178082192,2192.2,430,5160,0
2156,2,0,2,0.8630136986,2438,808,5656,0
2156,2,0,2,0.5863013699,2371.9,854,5978,0
2157,2,0,2,0.4109589041,6100.4,855,9405,0
2157,1,1,1,0.4136986301,6965.1,969,9690,0
2160,1,1,1,0.9068493151,7484.2,614,7982,0
2160,1,1,1,0.797260274,12640.5,705,11985,0
2164,1,0,1,0.301369863,736.2,330,2970,0
2164,2,0,1,0.495890411,1748.5,645,5805,0
2167,1,1,2,0.5753424658,6701,659,8567,0
2167,1,1,2,0.9917808219,13834.4,1496,20944,0
2168,2,0,2,0.9178082192,6410.8,764,8404,0
2168,2,0,2,0.5808219178,4974,574,6314,0
2168,2,0,2,0.9643835616,6137.5,703,7733,0
2169,1,0,0,0.504109589,3572.7,263,4208,0
2169,1,0,0,0.4191780822,1298.4,109,1526,0
2169,1,0,0,0.4821917808,3261.5,201,3417,0
2170,2,1,1,0.3917808219,2919.4,449,3592,0
2170,1,0,1,0.498630137,2781.6,545,3815,0
2170,2,0,1,0.4136986301,2083,409,2863,0
2171,2,0,1,0.9123287671,31017.9,2847,39858,0
2171,2,0,1,1.0082191781,31761.7,3146,44044,0
2173,1,1,1,0.6630136986,12210.6,1138,13656,0
2173,1,1,1,0.3205479452,6910.9,517,6721,0
2176,1,1,2,1,13389.7,2185,26220,0
2176,1,1,2,1.002739726,15422.5,2608,28688,0
2177,1,1,1,0.3287671233,7852.8,1026,10260,0
2177,1,1,1,1.002739726,10449.6,1356,16272,0
